               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.048591,            0.061525,                   0,             0.65499,             0.74654,             0.69985,             0.20076,            0.046598,            0.060999,                   0,           0.0075745,           0.0075745,           0.0075745
                  51,            0.048426,            0.060713,                   0,             0.72075,             0.75023,             0.72716,             0.21623,            0.046018,            0.060619,                   0,            0.007525,            0.007525,            0.007525
                  52,            0.049643,            0.063323,                   0,             0.69013,             0.75332,             0.71975,             0.21366,            0.045845,            0.060907,                   0,           0.0074755,           0.0074755,           0.0074755
                  53,            0.044917,            0.063487,                   0,             0.70764,             0.74839,             0.73116,             0.21635,            0.046595,            0.060652,                   0,            0.007426,            0.007426,            0.007426
                  54,            0.048875,            0.063498,                   0,             0.70524,             0.76129,             0.74071,             0.21794,            0.045228,             0.06069,                   0,           0.0073765,           0.0073765,           0.0073765
                  55,            0.046389,            0.060799,                   0,             0.71324,             0.77788,             0.76321,             0.23042,            0.044938,            0.060551,                   0,            0.007327,            0.007327,            0.007327
                  56,            0.047356,            0.064211,                   0,             0.72432,             0.75309,             0.72606,             0.21495,            0.045305,            0.060321,                   0,           0.0072775,           0.0072775,           0.0072775
                  57,            0.047956,            0.061871,                   0,             0.71857,             0.74839,             0.73545,             0.22291,            0.045189,            0.060511,                   0,            0.007228,            0.007228,            0.007228
                  58,            0.046797,            0.062354,                   0,             0.71321,             0.76325,             0.72769,             0.21735,            0.045932,            0.060533,                   0,           0.0071785,           0.0071785,           0.0071785
                  59,            0.048962,             0.06232,                   0,             0.74222,             0.74009,             0.73495,             0.21064,            0.045675,            0.060409,                   0,            0.007129,            0.007129,            0.007129
                  60,            0.046123,            0.061692,                   0,             0.70432,             0.74426,              0.7272,             0.21154,             0.04683,            0.061529,                   0,           0.0070795,           0.0070795,           0.0070795
                  61,            0.045466,            0.061236,                   0,             0.68419,             0.78618,             0.72028,              0.2133,            0.046878,            0.061406,                   0,             0.00703,             0.00703,             0.00703
                  62,            0.046932,            0.062567,                   0,             0.69293,             0.75704,             0.72619,             0.21406,            0.046843,            0.061078,                   0,           0.0069805,           0.0069805,           0.0069805
                  63,            0.046786,            0.063547,                   0,             0.70118,             0.76129,             0.71846,             0.21021,            0.045863,            0.061114,                   0,            0.006931,            0.006931,            0.006931
