               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 122,            0.037422,            0.030813,                   0,             0.51017,             0.65909,             0.62114,              0.3289,            0.035309,            0.022839,                   0,           0.0040105,           0.0040105,           0.0040105
                 123,            0.037491,            0.031306,                   0,             0.60926,             0.67045,             0.66338,             0.33468,            0.037118,            0.022388,                   0,            0.003961,            0.003961,            0.003961
                 124,            0.036237,            0.031364,                   0,             0.65397,             0.66581,             0.66273,             0.30139,            0.039243,             0.02245,                   0,           0.0039115,           0.0039115,           0.0039115
                 125,             0.03559,            0.028767,                   0,               0.628,             0.68182,              0.6801,             0.36416,            0.037077,            0.022251,                   0,            0.003862,            0.003862,            0.003862
                 126,            0.036072,            0.028715,                   0,             0.66608,             0.65738,             0.70444,             0.35163,            0.038401,             0.02241,                   0,           0.0038125,           0.0038125,           0.0038125
                 127,             0.03559,            0.027342,                   0,              0.7102,             0.64773,             0.69847,             0.36947,            0.036493,            0.022649,                   0,            0.003763,            0.003763,            0.003763
                 128,            0.034125,            0.029514,                   0,             0.66756,               0.625,             0.67069,             0.34065,            0.038151,            0.022943,                   0,           0.0037135,           0.0037135,           0.0037135
                 129,            0.035671,            0.028115,                   0,             0.60732,             0.65909,             0.65623,             0.34976,            0.036836,            0.023244,                   0,            0.003664,            0.003664,            0.003664
                 130,            0.035126,            0.027478,                   0,             0.64592,             0.72727,             0.69436,             0.35426,            0.036932,            0.023098,                   0,           0.0036145,           0.0036145,           0.0036145
                 131,            0.034005,            0.029753,                   0,             0.62632,             0.70455,             0.70189,             0.33918,            0.036648,            0.023046,                   0,            0.003565,            0.003565,            0.003565
                 132,            0.036283,            0.029267,                   0,             0.62801,             0.69318,             0.70225,             0.34246,            0.037806,            0.023155,                   0,           0.0035155,           0.0035155,           0.0035155
                 133,            0.034389,            0.029505,                   0,             0.62183,             0.71591,             0.69879,             0.33505,            0.037112,             0.02331,                   0,            0.003466,            0.003466,            0.003466
                 134,            0.035324,            0.029468,                   0,              0.6702,             0.65909,             0.70047,             0.35362,            0.036532,            0.023009,                   0,           0.0034165,           0.0034165,           0.0034165
                 135,            0.033593,            0.026967,                   0,             0.63374,             0.67045,             0.70389,             0.36005,            0.036806,            0.023239,                   0,            0.003367,            0.003367,            0.003367
                 136,             0.03207,            0.027565,                   0,             0.61006,             0.72892,             0.71851,             0.36805,            0.037502,            0.023372,                   0,           0.0033175,           0.0033175,           0.0033175
                 137,            0.034063,            0.028883,                   0,             0.57898,             0.73864,             0.69215,             0.35895,            0.036909,            0.023273,                   0,            0.003268,            0.003268,            0.003268
                 138,            0.035559,            0.029377,                   0,             0.64131,             0.64773,             0.69119,             0.36174,            0.035956,            0.023433,                   0,           0.0032185,           0.0032185,           0.0032185
                 139,            0.033751,            0.029212,                   0,             0.69653,             0.68182,             0.69789,             0.34819,             0.03727,            0.023449,                   0,            0.003169,            0.003169,            0.003169
                 140,            0.033548,            0.028776,                   0,             0.70175,             0.66847,             0.70642,             0.35055,            0.038076,            0.023819,                   0,           0.0031195,           0.0031195,           0.0031195
                 141,            0.032965,            0.031199,                   0,              0.6751,             0.68182,              0.6962,             0.35376,            0.036678,             0.02409,                   0,             0.00307,             0.00307,             0.00307
                 142,            0.033711,            0.029941,                   0,             0.65392,             0.67045,              0.6916,             0.34151,            0.037164,            0.024194,                   0,           0.0030205,           0.0030205,           0.0030205
                 143,            0.035022,            0.028199,                   0,             0.70446,             0.67045,             0.69489,             0.34203,            0.038274,            0.023968,                   0,            0.002971,            0.002971,            0.002971
                 144,            0.033959,            0.026245,                   0,             0.67858,             0.68182,             0.68229,               0.351,            0.037084,            0.023933,                   0,           0.0029215,           0.0029215,           0.0029215
                 145,            0.035254,            0.028265,                   0,             0.67658,             0.66566,             0.68142,             0.32825,            0.038742,            0.024029,                   0,            0.002872,            0.002872,            0.002872
                 146,             0.03288,            0.030027,                   0,             0.68298,             0.64773,             0.67652,             0.31927,            0.037788,            0.024123,                   0,           0.0028225,           0.0028225,           0.0028225
                 147,            0.034634,            0.026385,                   0,             0.70433,             0.67045,             0.69807,             0.30345,            0.039599,             0.02453,                   0,            0.002773,            0.002773,            0.002773
                 148,            0.032811,            0.027359,                   0,             0.66834,               0.687,             0.68529,             0.30093,            0.040347,            0.024778,                   0,           0.0027235,           0.0027235,           0.0027235
